user_id,plan_type,mrr,signup_date,churn_date,is_churned,tenure_days
user_009986,starter,29.29,2023-12-14,,0,0
user_052224,pro,105.46,2023-08-13,,0,779
user_009884,starter,28.67,2023-01-04,,0,154
user_005694,starter,29.01,2022-04-08,,0,41
user_054348,free,0.0,2022-04-24,2024-10-04,1,894
user_028366,free,0.0,2022-07-03,,0,73
user_016567,free,0.0,2023-10-19,,0,63
user_023350,free,0.0,2022-07-20,,0,215
user_010724,free,0.0,2022-05-07,,0,26
user_023391,pro,93.91,2022-12-28,,0,272
user_016829,free,0.0,2023-09-23,,0,446
user_047491,free,0.0,2022-12-29,,0,25
user_040082,free,0.0,2023-02-02,2023-12-15,1,316
user_026193,free,0.0,2022-01-14,,0,27
user_018115,free,0.0,2022-12-17,,0,677
user_056339,free,0.0,2022-05-15,,0,96
user_005764,pro,101.02,2024-07-28,,0,86
user_038788,free,0.0,2022-10-13,2023-02-09,1,119
user_006625,free,0.0,2022-02-06,,0,287
user_032314,starter,29.15,2024-05-10,,0,92
user_045206,starter,28.23,2022-03-15,,0,67
user_058472,free,0.0,2023-04-28,,0,26
user_042652,free,0.0,2023-02-02,,0,34
user_030383,free,0.0,2023-04-21,,0,18
user_016324,free,0.0,2024-01-15,,0,573
user_000166,starter,30.97,2022-07-12,,0,180
user_028118,free,0.0,2022-12-04,,0,42
user_015303,starter,30.7,2022-05-09,,0,412
user_020102,pro,98.73,2022-05-17,,0,7
user_039796,free,0.0,2022-09-16,2023-01-08,1,114
user_022110,enterprise,506.45,2023-03-24,,0,27
user_018842,pro,93.18,2024-01-06,,0,44
user_032798,pro,103.53,2022-04-28,,0,216
user_011716,free,0.0,2022-02-25,,0,240
user_036566,free,0.0,2022-05-28,,0,75
user_018169,free,0.0,2024-01-12,,0,73
user_027511,enterprise,468.39,2022-03-20,,0,39
user_001521,free,0.0,2022-07-17,2023-03-05,1,231
user_026553,free,0.0,2022-05-26,,0,638
user_032894,pro,93.55,2023-12-28,,0,89
user_051450,pro,100.69,2024-09-10,,0,162
user_001199,free,0.0,2022-02-08,,0,734
user_049426,free,0.0,2022-08-23,,0,417
user_006445,free,0.0,2024-06-12,,0,150
user_046057,free,0.0,2022-02-05,,0,458
user_045832,starter,25.5,2022-04-24,,0,1002
user_011911,enterprise,439.5,2022-12-05,,0,414
user_047390,free,0.0,2023-05-17,,0,85
user_010552,pro,90.15,2022-06-06,,0,448
user_056383,free,0.0,2022-11-19,,0,147
user_035446,pro,98.84,2022-08-29,,0,116
user_052698,starter,29.61,2022-08-24,,0,103
user_039237,starter,28.24,2022-02-01,,0,4
user_005392,free,0.0,2022-09-26,,0,37
user_037077,free,0.0,2023-06-15,,0,509
user_037135,starter,27.73,2022-10-11,,0,692
user_054919,free,0.0,2024-12-15,,0,32
user_007764,starter,27.38,2023-06-21,,0,286
user_026310,free,0.0,2022-02-03,,0,469
user_046095,free,0.0,2022-01-24,,0,232
user_054497,free,0.0,2022-06-11,2022-07-03,1,22
user_027780,free,0.0,2022-01-17,,0,481
user_000275,free,0.0,2024-04-22,,0,134
user_045118,starter,30.23,2022-06-19,,0,91
user_038100,free,0.0,2022-10-15,,0,752
user_009325,starter,27.59,2024-03-27,,0,136
user_006586,pro,97.25,2022-12-10,,0,59
user_048162,pro,104.61,2022-01-07,2022-03-02,1,54
user_046342,pro,96.6,2022-09-10,,0,327
user_037787,starter,30.65,2022-02-08,,0,199
user_013280,starter,27.06,2022-09-25,,0,996
user_010693,free,0.0,2022-06-26,,0,184
user_004095,free,0.0,2022-07-27,,0,59
user_013215,starter,29.85,2022-10-19,,0,12
user_006884,free,0.0,2023-01-01,2023-11-19,1,322
user_029277,free,0.0,2023-01-20,,0,97
user_003244,starter,28.31,2024-02-03,,0,8
user_050177,starter,30.36,2022-07-13,,0,233
user_033349,free,0.0,2023-06-11,,0,89
user_018090,pro,109.68,2022-09-10,,0,146
user_051518,starter,28.83,2022-07-26,,0,37
user_045624,starter,25.76,2023-02-04,,0,50
user_013754,free,0.0,2023-11-12,,0,97
user_019518,starter,28.05,2022-08-22,,0,294
user_031120,free,0.0,2023-12-26,,0,69
user_034128,starter,29.88,2024-11-08,,0,427
user_015775,free,0.0,2023-04-23,,0,332
user_007009,pro,97.26,2022-08-20,,0,226
user_032531,free,0.0,2022-06-05,,0,351
user_006482,enterprise,510.05,2023-07-12,,0,37
user_030582,starter,29.42,2022-06-03,,0,247
user_040283,free,0.0,2022-12-17,2022-12-24,1,7
user_050525,free,0.0,2022-03-11,,0,222
user_006879,free,0.0,2022-07-02,,0,192
user_025425,pro,95.99,2024-03-21,,0,871
user_057927,starter,30.86,2024-09-12,,0,90
user_039339,pro,103.06,2022-10-11,,0,61
user_048709,enterprise,509.22,2022-04-26,,0,506
user_016933,free,0.0,2022-03-31,,0,85
user_006457,starter,28.15,2022-07-26,2023-03-26,1,243
user_018671,free,0.0,2023-03-19,,0,461
user_030583,free,0.0,2022-03-15,,0,53
user_033504,starter,29.56,2023-11-14,,0,19
user_023899,starter,29.81,2022-01-22,,0,104
user_000618,pro,100.25,2023-03-03,,0,19
user_007896,free,0.0,2022-07-01,,0,3
user_058078,starter,28.8,2022-11-26,,0,354
user_041568,starter,27.34,2022-05-28,,0,162
user_028676,free,0.0,2023-04-26,,0,107
user_051130,starter,30.56,2022-02-12,,0,426
user_014645,free,0.0,2022-06-13,,0,136
user_038031,pro,102.98,2023-12-06,,0,322
user_039591,free,0.0,2023-08-19,,0,82
user_007824,free,0.0,2022-05-22,,0,131
user_001484,starter,30.05,2023-07-12,,0,109
user_049927,starter,26.99,2022-06-26,,0,131
user_042899,enterprise,486.2,2022-11-02,,0,5
user_054549,starter,29.8,2022-08-07,,0,122
user_000227,free,0.0,2023-12-15,,0,145
user_052960,free,0.0,2022-09-12,,0,69
user_057507,free,0.0,2022-06-15,,0,102
user_030670,free,0.0,2022-01-27,,0,53
user_003686,free,0.0,2022-09-27,,0,149
user_049985,pro,102.29,2022-10-08,,0,86
user_030668,starter,28.78,2022-02-19,,0,123
user_057437,enterprise,505.72,2022-07-11,,0,174
user_038069,free,0.0,2022-05-24,,0,462
user_006933,free,0.0,2022-09-09,,0,221
user_027968,free,0.0,2024-11-09,,0,154
user_001802,free,0.0,2023-03-04,,0,232
user_007279,free,0.0,2024-11-17,,0,243
user_030801,pro,96.1,2022-11-11,,0,294
user_010134,pro,101.75,2022-05-11,,0,51
user_008506,enterprise,469.04,2022-05-13,,0,76
user_013291,starter,31.76,2022-09-20,,0,150
user_025179,starter,28.86,2022-10-15,,0,458
user_016471,free,0.0,2023-04-14,,0,73
user_054488,free,0.0,2024-11-17,,0,455
user_033543,free,0.0,2022-04-21,,0,75
user_007905,pro,94.3,2024-02-21,,0,210
user_012974,free,0.0,2024-01-19,,0,5
user_031796,free,0.0,2022-06-05,,0,208
user_022207,starter,30.08,2022-01-13,,0,51
user_032809,free,0.0,2022-08-22,,0,32
user_002643,pro,94.86,2022-03-08,,0,452
user_029322,free,0.0,2022-12-05,2022-12-27,1,22
user_054949,starter,30.25,2024-04-28,,0,708
user_006950,starter,33.23,2025-02-13,,0,39
user_040597,enterprise,550.32,2022-02-28,,0,157
user_011932,pro,91.62,2022-04-30,,0,491
user_018796,pro,97.47,2022-04-20,,0,77
user_037834,free,0.0,2022-01-20,2022-02-21,1,32
user_024009,starter,28.8,2023-07-30,,0,57
user_023062,free,0.0,2023-10-26,,0,98
user_030509,starter,30.68,2023-07-30,,0,124
user_002063,pro,99.15,2022-10-02,,0,60
user_052419,pro,97.33,2022-06-09,,0,448
user_045762,free,0.0,2024-10-09,2025-03-11,1,153
user_016836,starter,30.53,2022-06-22,2022-06-30,1,8
user_039485,free,0.0,2022-05-03,,0,71
user_037412,free,0.0,2022-04-27,,0,31
user_045711,free,0.0,2023-06-17,,0,4
user_013978,free,0.0,2022-03-24,,0,24
user_057894,starter,29.79,2023-02-19,,0,160
user_012205,free,0.0,2022-08-09,,0,263
user_005318,pro,103.44,2022-06-02,,0,651
user_031795,starter,29.51,2023-09-01,,0,140
user_040856,starter,30.56,2022-10-09,,0,79
user_003983,free,0.0,2022-01-05,,0,414
user_012803,free,0.0,2022-06-29,,0,248
user_033778,free,0.0,2023-10-16,,0,139
user_048680,free,0.0,2022-01-14,,0,88
user_025866,free,0.0,2022-04-02,,0,178
user_057873,starter,29.48,2022-10-28,,0,181
user_012598,free,0.0,2023-05-31,,0,10
user_019742,starter,27.67,2022-10-22,2023-09-15,1,328
user_021919,free,0.0,2022-04-14,,0,225
user_025016,free,0.0,2022-03-27,,0,39
user_012532,pro,95.74,2022-11-11,,0,148
user_018072,free,0.0,2022-01-29,,0,37
user_058507,free,0.0,2022-08-30,,0,549
user_027752,free,0.0,2022-04-25,,0,3
user_014939,free,0.0,2023-04-01,,0,195
user_038905,free,0.0,2022-11-10,,0,57
user_058380,free,0.0,2022-01-10,,0,573
user_021836,starter,27.57,2022-01-30,,0,282
user_015472,free,0.0,2022-08-22,,0,154
user_034561,starter,29.04,2022-11-25,,0,11
user_012745,free,0.0,2023-08-21,,0,87
user_026243,free,0.0,2022-06-23,,0,172
user_014500,pro,95.96,2024-01-31,,0,234
user_054832,free,0.0,2022-10-11,,0,43
user_055204,starter,29.24,2022-06-05,,0,314
user_033939,free,0.0,2022-12-02,,0,982
user_002173,starter,30.34,2022-04-20,,0,376
user_038517,starter,29.59,2024-12-27,,0,177
user_020308,enterprise,469.95,2022-05-05,,0,417
user_053204,starter,28.59,2023-04-07,,0,218
user_003880,enterprise,484.34,2022-07-18,,0,52
user_047603,starter,29.42,2022-02-04,,0,587
user_018943,free,0.0,2022-04-28,,0,258
user_059263,free,0.0,2024-06-28,,0,201
user_032196,free,0.0,2022-09-24,,0,187
user_052751,enterprise,529.26,2023-03-01,,0,290
user_030524,free,0.0,2022-10-25,,0,395
user_011950,pro,94.25,2022-02-22,2022-11-18,1,269
user_022839,pro,95.19,2023-10-21,,0,382
user_024530,pro,95.83,2022-01-31,,0,462
user_030789,free,0.0,2022-07-12,,0,963
user_028753,free,0.0,2023-10-01,,0,407
user_037218,starter,25.94,2022-01-19,,0,423
user_004655,free,0.0,2022-03-23,,0,193
user_041101,free,0.0,2022-06-11,,0,176
user_053618,free,0.0,2022-07-22,,0,413
user_001800,free,0.0,2023-03-27,,0,365
user_024111,free,0.0,2022-09-22,,0,411
user_003783,pro,103.67,2022-02-09,,0,12
user_055202,starter,26.39,2022-08-28,,0,6
user_052971,free,0.0,2022-07-12,,0,337
user_029316,free,0.0,2024-04-29,,0,297
user_038575,free,0.0,2022-08-31,,0,4
user_059408,starter,28.49,2022-01-15,2022-08-12,1,209
user_056132,free,0.0,2022-01-15,,0,63
user_012727,pro,104.89,2022-05-01,,0,426
user_002383,free,0.0,2022-03-13,,0,78
user_000145,starter,29.59,2022-10-09,,0,32
user_015740,free,0.0,2022-01-29,,0,163
user_030401,free,0.0,2022-07-03,,0,133
user_033178,free,0.0,2023-12-11,,0,36
user_007130,free,0.0,2022-03-13,,0,32
user_041489,free,0.0,2023-12-21,,0,872
user_049734,pro,100.94,2022-01-12,,0,69
user_001522,free,0.0,2022-06-16,,0,471
user_040730,free,0.0,2023-08-24,,0,34
user_042173,free,0.0,2023-06-30,,0,149
user_035608,free,0.0,2023-01-19,,0,827
user_026653,starter,29.04,2022-02-16,,0,275
user_021260,free,0.0,2022-09-22,,0,293
user_017128,pro,97.89,2022-01-18,,0,38
user_025128,free,0.0,2022-02-24,,0,115
user_008456,free,0.0,2022-07-30,2022-12-14,1,137
user_029255,free,0.0,2024-12-10,,0,110
user_047479,free,0.0,2022-12-25,,0,80
user_005130,free,0.0,2023-05-20,,0,250
user_009243,free,0.0,2022-04-09,,0,55
user_027805,free,0.0,2022-04-24,,0,73
user_051222,pro,94.79,2022-06-17,,0,11
user_023030,starter,27.89,2022-03-02,,0,28
user_049137,free,0.0,2024-09-12,,0,7
user_057226,free,0.0,2022-02-19,,0,170
user_003687,free,0.0,2022-02-19,,0,138
user_020317,free,0.0,2022-01-05,,0,779
user_017636,pro,107.01,2022-08-15,,0,113
user_059743,free,0.0,2022-07-26,,0,24
user_034717,free,0.0,2025-02-17,,0,16
user_059346,pro,102.2,2022-10-06,,0,76
user_004488,starter,27.73,2022-09-21,,0,173
user_049291,free,0.0,2022-08-17,,0,34
user_058872,free,0.0,2022-11-09,,0,380
user_050000,starter,31.2,2022-01-01,,0,322
user_009596,free,0.0,2022-05-29,,0,856
user_056005,free,0.0,2023-03-28,,0,546
user_002162,free,0.0,2022-03-28,2022-05-24,1,57
user_044558,free,0.0,2022-04-22,,0,244
user_059029,free,0.0,2022-03-28,,0,714
user_000335,starter,26.12,2023-05-29,,0,364
user_009878,starter,29.64,2023-02-16,,0,300
user_039001,starter,30.49,2022-10-18,,0,35
user_003511,free,0.0,2022-03-08,2022-10-26,1,232
user_053530,enterprise,476.32,2022-08-24,,0,548
user_013930,enterprise,516.77,2022-06-01,,0,1068
user_039222,free,0.0,2024-03-19,,0,194
user_026522,starter,28.33,2022-10-26,,0,216
user_026526,free,0.0,2022-03-06,2022-08-28,1,175
user_056737,starter,29.98,2022-01-24,,0,38
user_026675,free,0.0,2022-01-10,,0,16
user_057880,starter,30.53,2022-06-20,,0,154
user_010368,free,0.0,2022-11-30,,0,270
user_028120,starter,26.09,2024-01-29,,0,28
user_007492,starter,32.79,2022-03-20,,0,6
user_043373,starter,25.97,2022-01-31,,0,225
user_004829,free,0.0,2022-04-18,,0,275
user_003308,starter,29.04,2023-05-20,,0,181
user_012069,free,0.0,2022-08-18,,0,306
user_029872,free,0.0,2022-07-08,2022-10-08,1,92
user_043564,pro,93.27,2024-10-30,,0,31
user_012356,free,0.0,2023-05-25,,0,78
user_015607,free,0.0,2022-05-14,,0,363
user_023583,starter,28.99,2022-10-30,,0,18
user_011952,starter,30.35,2022-08-05,,0,100
user_040563,free,0.0,2022-02-19,,0,152
user_051224,free,0.0,2023-06-04,,0,178
user_023407,starter,28.01,2022-12-21,,0,735
user_059996,pro,105.02,2022-04-13,,0,134
user_032413,starter,28.26,2022-02-09,,0,230
user_037957,enterprise,498.27,2023-06-27,,0,18
user_022882,free,0.0,2023-02-03,,0,45
user_009529,free,0.0,2023-11-04,2024-04-06,1,154
user_013248,free,0.0,2023-03-10,,0,991
user_023361,free,0.0,2024-08-29,,0,168
user_052101,free,0.0,2022-08-29,,0,71
user_035181,starter,28.71,2022-04-04,,0,572
user_007573,starter,28.3,2022-02-08,,0,226
user_052838,free,0.0,2023-03-24,,0,182
user_044051,enterprise,490.16,2022-06-04,,0,758
user_030662,pro,101.94,2023-06-04,,0,76
user_020135,starter,25.18,2023-01-29,,0,93
user_049782,free,0.0,2022-05-06,,0,26
user_050511,pro,96.7,2022-02-24,2023-01-20,1,330
user_057006,pro,102.18,2023-01-16,,0,185
user_010154,free,0.0,2023-01-04,,0,126
user_045107,free,0.0,2023-07-03,,0,12
user_002973,free,0.0,2022-07-04,,0,540
user_003063,starter,29.49,2023-07-12,,0,160
user_057454,starter,30.86,2023-12-16,,0,123
user_058705,free,0.0,2022-01-18,,0,30
user_035307,free,0.0,2022-05-31,,0,287
user_026876,free,0.0,2023-01-22,,0,487
user_003883,starter,27.36,2023-02-25,,0,93
user_041504,free,0.0,2022-08-19,,0,118
user_024939,free,0.0,2023-12-15,,0,21
user_052989,free,0.0,2022-04-16,,0,119
user_029888,starter,32.63,2022-07-30,,0,74
user_016341,free,0.0,2022-06-17,,0,200
user_013783,starter,28.58,2022-08-21,,0,39
user_045593,free,0.0,2024-12-10,,0,5
user_025190,pro,89.77,2022-01-05,,0,198
user_032560,starter,28.32,2022-05-04,,0,625
user_035508,pro,100.72,2022-01-04,,0,89
user_039235,starter,28.97,2023-05-19,,0,187
user_052011,free,0.0,2022-03-16,2022-11-18,1,247
user_026879,free,0.0,2022-11-18,,0,103
user_051054,enterprise,503.74,2023-03-04,,0,165
user_052659,starter,27.0,2022-09-24,,0,98
user_036785,free,0.0,2022-04-21,,0,315
user_013910,free,0.0,2025-02-22,,0,562
user_028034,starter,29.97,2022-04-11,,0,325
user_036879,free,0.0,2022-04-19,,0,19
user_004007,free,0.0,2022-07-15,,0,106
user_048441,pro,103.49,2022-09-17,,0,151
user_015482,free,0.0,2023-07-22,,0,425
user_008087,free,0.0,2022-06-10,,0,30
user_059054,starter,29.49,2022-08-01,,0,146
user_011042,pro,98.37,2022-01-22,,0,289
user_010517,enterprise,473.21,2023-08-14,,0,26
user_024395,free,0.0,2025-02-12,,0,138
user_054764,free,0.0,2022-04-26,,0,147
user_032729,starter,27.23,2022-05-07,,0,261
user_028320,starter,26.47,2022-12-31,,0,154
user_003643,enterprise,516.64,2022-08-17,,0,104
user_033122,free,0.0,2023-01-05,2023-06-05,1,151
user_044475,free,0.0,2022-09-11,,0,4
user_025246,free,0.0,2023-03-27,,0,59
user_037503,free,0.0,2022-09-26,,0,612
user_029683,starter,28.93,2022-09-13,,0,3
user_041286,starter,28.9,2023-01-01,,0,98
user_029741,free,0.0,2022-04-03,,0,76
user_049271,free,0.0,2022-07-19,,0,71
user_010798,pro,95.49,2023-10-01,,0,711
user_026450,starter,30.48,2022-06-05,,0,6
user_003228,starter,29.82,2023-02-16,,0,119
user_042094,free,0.0,2022-05-22,,0,98
user_007675,free,0.0,2025-02-21,,0,309
user_019408,enterprise,501.17,2022-08-22,,0,130
user_040634,free,0.0,2024-09-04,,0,71
user_058413,starter,29.46,2022-11-07,,0,94
user_040119,pro,97.86,2022-06-05,,0,17
user_016311,free,0.0,2024-01-10,2024-01-23,1,13
user_016604,starter,33.05,2022-05-20,2022-05-30,1,10
user_003227,free,0.0,2022-04-25,,0,580
user_011186,starter,29.05,2022-02-02,,0,623
user_011872,free,0.0,2022-09-22,,0,411
user_008507,pro,92.82,2022-04-29,,0,301
user_059734,starter,31.6,2022-08-04,,0,764
user_042888,starter,32.05,2023-03-17,,0,60
user_027987,starter,30.17,2023-01-13,,0,7
user_030766,pro,100.25,2022-07-21,,0,12
user_020955,starter,30.31,2022-04-15,,0,204
user_001495,free,0.0,2022-09-06,,0,73
user_057601,starter,27.62,2022-09-30,,0,86
user_022002,free,0.0,2022-04-12,,0,306
user_026611,starter,28.09,2022-03-23,2022-06-14,1,83
user_046200,starter,27.26,2023-07-23,,0,307
user_015135,free,0.0,2023-03-18,,0,367
user_005269,free,0.0,2023-07-15,,0,215
user_007442,free,0.0,2023-07-09,,0,490
user_024064,free,0.0,2022-12-05,,0,108
user_038170,free,0.0,2024-08-23,,0,320
user_000619,free,0.0,2022-12-24,,0,31
user_005031,free,0.0,2022-03-18,,0,273
user_038351,free,0.0,2023-12-18,,0,33
user_025781,starter,29.13,2022-11-03,,0,246
user_009592,free,0.0,2023-09-15,,0,63
user_014259,pro,98.17,2023-06-11,,0,212
user_036039,free,0.0,2022-09-28,,0,329
user_053548,starter,25.07,2025-03-14,,0,21
user_033822,pro,97.29,2022-09-06,,0,1199
user_056728,starter,30.26,2022-11-22,,0,476
user_012118,starter,29.5,2023-09-06,,0,188
user_025288,free,0.0,2022-08-19,2022-10-15,1,57
user_009182,pro,106.79,2022-04-03,,0,281
user_033524,starter,26.94,2023-10-13,,0,399
user_025336,pro,95.43,2022-07-18,,0,98
user_015158,free,0.0,2022-03-22,,0,102
user_015354,pro,91.47,2022-03-17,,0,432
user_004632,pro,97.08,2022-02-23,,0,124
user_001202,pro,94.27,2022-02-09,,0,108
user_011735,starter,33.13,2023-02-28,,0,52
user_042416,free,0.0,2022-05-26,,0,158
user_014469,free,0.0,2023-02-11,,0,4
user_040855,free,0.0,2023-02-16,,0,349
user_046285,free,0.0,2022-05-09,,0,3
user_053180,free,0.0,2022-03-03,,0,160
user_006671,free,0.0,2022-01-22,,0,347
user_002004,starter,28.11,2024-09-24,,0,249
user_027097,starter,28.69,2022-05-26,,0,158
user_044487,pro,95.98,2024-03-03,,0,116
user_015200,starter,29.35,2022-01-09,,0,580
user_004015,starter,26.42,2022-02-05,,0,125
user_011851,free,0.0,2023-07-30,,0,675
user_012592,free,0.0,2022-09-02,,0,352
user_048365,pro,88.79,2023-05-16,,0,746
user_008637,starter,30.07,2023-06-16,,0,440
user_024730,enterprise,486.22,2022-03-22,,0,38
user_021376,pro,103.61,2023-02-07,,0,80
user_053557,starter,26.83,2022-06-28,,0,28
user_017419,starter,31.81,2023-04-19,,0,42
user_021012,pro,106.01,2022-01-27,,0,252
user_036578,free,0.0,2023-03-09,,0,22
user_007533,pro,101.67,2023-06-14,,0,17
user_015767,starter,31.61,2022-09-12,,0,248
user_050972,free,0.0,2022-06-18,,0,82
user_039645,free,0.0,2022-10-02,,0,451
user_059805,free,0.0,2022-01-03,,0,52
user_007095,free,0.0,2022-04-16,2022-08-17,1,123
user_038287,free,0.0,2024-01-31,,0,41
user_015948,free,0.0,2022-10-11,,0,281
user_051134,enterprise,483.64,2023-08-21,,0,35
user_010057,starter,30.98,2022-05-27,,0,272
user_032071,pro,106.12,2023-04-08,,0,106
user_007480,starter,31.63,2022-08-28,,0,292
user_017370,free,0.0,2024-02-08,,0,540
user_044718,enterprise,479.09,2023-01-27,,0,83
user_025439,enterprise,473.24,2022-01-24,,0,88
user_041900,starter,29.15,2022-01-09,,0,111
user_035745,starter,30.13,2022-10-01,,0,6
user_048012,free,0.0,2022-08-15,,0,199
user_009716,starter,28.06,2023-11-22,,0,598
user_026914,starter,31.55,2023-07-27,,0,475
user_002389,free,0.0,2023-08-22,,0,259
user_027543,starter,25.53,2022-03-08,,0,230
user_057723,enterprise,513.5,2022-04-28,,0,381
user_016491,free,0.0,2023-06-23,,0,166
user_027744,free,0.0,2022-08-18,,0,281
user_010628,free,0.0,2023-09-14,,0,202
user_023124,starter,27.99,2022-11-29,,0,193
user_058591,starter,27.75,2022-11-10,,0,22
user_059159,free,0.0,2022-02-20,,0,335
user_041422,free,0.0,2022-05-07,,0,42
user_012561,pro,93.92,2022-01-31,,0,409
user_051616,free,0.0,2022-06-04,,0,79
user_005309,enterprise,516.53,2023-12-22,,0,178
user_048101,starter,29.36,2024-03-01,,0,205
user_039860,starter,30.83,2022-09-08,,0,250
user_010890,free,0.0,2022-09-12,,0,89
user_047591,free,0.0,2023-08-22,,0,2
user_025251,pro,98.41,2022-11-19,,0,162
user_024634,free,0.0,2022-09-17,,0,57
user_012925,enterprise,493.12,2022-03-28,,0,29
user_037478,free,0.0,2022-01-11,,0,286
user_045915,free,0.0,2022-09-12,,0,1190
user_047073,free,0.0,2022-10-29,2024-07-15,1,625
user_032155,free,0.0,2023-06-03,,0,157
user_052351,pro,96.3,2022-10-30,,0,3
user_056605,free,0.0,2023-04-13,,0,96
user_050209,pro,98.81,2023-09-04,,0,88
user_050005,starter,29.76,2023-01-25,,0,165
user_018187,free,0.0,2022-09-14,,0,94
user_046509,starter,30.21,2022-08-18,,0,125
user_051509,pro,106.09,2022-11-17,,0,119
user_036973,free,0.0,2024-07-12,,0,282
user_001498,starter,29.24,2024-04-29,,0,155
user_014703,starter,28.75,2022-10-01,,0,168
user_013652,starter,29.29,2022-05-23,,0,531
user_014045,starter,26.97,2022-05-08,,0,142
user_049793,starter,28.34,2022-05-26,,0,61
user_004460,starter,26.55,2022-07-31,,0,129
user_046225,free,0.0,2022-03-29,,0,279
user_014593,starter,28.11,2022-07-08,,0,49
user_021388,starter,31.76,2022-06-08,,0,520
user_048474,free,0.0,2022-03-22,,0,68
user_012362,free,0.0,2022-01-24,,0,107
user_022387,free,0.0,2023-05-08,,0,555
user_006779,pro,92.2,2025-01-12,,0,15
user_004713,starter,30.42,2023-02-13,,0,6
user_057243,pro,99.25,2022-04-21,,0,297
user_030986,free,0.0,2022-10-01,,0,1
user_002216,starter,30.44,2023-01-27,,0,40
user_028170,free,0.0,2022-07-17,,0,92
user_027356,starter,27.94,2022-06-22,,0,201
user_023148,free,0.0,2023-08-08,,0,218
user_006768,starter,28.32,2022-08-31,,0,81
user_033580,pro,101.82,2022-03-15,,0,42
user_011085,pro,102.31,2023-09-19,,0,201
user_006824,starter,31.41,2022-08-22,,0,490
user_023811,starter,29.26,2022-08-30,,0,104
user_036136,starter,29.79,2022-01-13,,0,88
user_031684,starter,28.29,2022-01-08,,0,41
user_030175,pro,100.14,2023-01-07,,0,75
user_013137,free,0.0,2022-05-11,2022-07-20,1,70
user_058135,free,0.0,2022-05-23,,0,349
user_013683,free,0.0,2023-09-12,,0,615
user_044884,starter,30.94,2022-05-26,,0,32
user_004534,free,0.0,2024-02-13,,0,118
user_011736,enterprise,511.25,2024-12-08,,0,96
user_056265,starter,28.96,2023-10-14,2024-03-08,1,146
user_004109,free,0.0,2022-01-14,,0,54
user_007140,free,0.0,2024-07-11,,0,475
user_029266,free,0.0,2022-05-22,,0,70
user_049724,free,0.0,2024-09-17,,0,26
user_049828,free,0.0,2022-05-05,,0,529
user_023660,free,0.0,2022-08-11,2022-08-13,1,2
user_016514,pro,96.76,2022-06-22,,0,366
user_027391,free,0.0,2022-03-22,,0,222
user_015571,starter,31.42,2022-02-12,,0,26
user_019903,free,0.0,2022-05-08,,0,106
user_001708,pro,99.8,2024-10-19,,0,193
user_013319,free,0.0,2022-09-15,,0,62
user_029358,pro,104.7,2022-10-26,,0,111
user_022015,starter,29.28,2023-04-05,,0,39
user_022744,starter,29.45,2022-01-17,,0,137
user_000990,free,0.0,2022-03-16,,0,88
user_026127,starter,28.38,2022-05-20,,0,132
user_037352,pro,106.37,2022-02-20,,0,171
user_016942,free,0.0,2022-04-24,,0,184
user_030099,free,0.0,2022-01-06,,0,341
user_052188,free,0.0,2022-12-06,,0,0
user_049581,starter,28.88,2023-05-28,,0,30
user_012891,free,0.0,2022-11-09,,0,102
user_059305,starter,32.14,2025-02-21,,0,244
user_041248,starter,26.76,2022-05-13,,0,121
user_050040,free,0.0,2024-04-14,,0,99
user_005780,pro,93.91,2022-06-22,,0,67
user_049099,free,0.0,2022-03-28,,0,168
user_022739,free,0.0,2022-12-17,,0,164
user_044633,starter,28.78,2024-01-26,,0,53
user_025565,pro,105.04,2022-04-04,,0,90
user_012142,free,0.0,2023-07-10,2024-03-05,1,239
user_025475,free,0.0,2023-08-03,,0,161
user_051257,starter,27.16,2022-07-03,,0,204
user_008511,starter,27.54,2022-05-28,,0,40
user_056557,free,0.0,2023-06-04,,0,108
user_011366,free,0.0,2024-05-16,,0,7
user_025828,starter,26.22,2022-10-09,2023-05-28,1,231
user_000833,pro,92.83,2024-10-13,,0,172
user_047329,starter,28.0,2023-04-10,,0,430
user_017198,free,0.0,2022-03-12,,0,41
user_030920,free,0.0,2022-02-17,,0,0
user_042115,pro,101.57,2023-12-05,,0,141
user_049942,starter,29.68,2022-04-18,,0,161
user_036148,starter,26.14,2022-05-19,,0,404
user_004745,free,0.0,2023-09-27,2025-03-14,1,534
user_046130,pro,114.05,2022-02-03,,0,532
user_036407,free,0.0,2024-02-19,,0,272
user_018931,enterprise,503.04,2022-01-21,,0,8
user_052682,pro,99.7,2024-10-25,,0,261
user_024321,free,0.0,2022-03-30,,0,126
user_057382,free,0.0,2022-03-04,,0,166
user_050218,starter,27.07,2023-05-08,,0,450
user_056142,free,0.0,2023-09-19,,0,15
user_046625,free,0.0,2023-02-07,,0,71
user_019536,free,0.0,2024-01-28,,0,83
user_034545,pro,97.68,2022-10-14,,0,97
user_058588,free,0.0,2022-05-04,,0,8
user_038518,free,0.0,2022-06-14,,0,56
user_031181,starter,28.25,2024-06-13,,0,72
user_008434,starter,31.58,2022-06-01,,0,146
user_057199,free,0.0,2023-01-02,,0,10
user_000290,pro,89.72,2022-02-19,,0,85
user_010299,starter,29.88,2023-01-06,,0,128
user_006287,starter,30.37,2023-08-23,,0,36
user_022342,starter,29.63,2022-06-08,,0,233
