user_id,feature_name,usage_count,avg_session_seconds,date
user_046008,search,1,110,2024-09-14
user_028109,dashboard,17,269,2024-05-11
user_043561,dashboard,10,213,2024-06-01
user_044534,analytics,3,256,2023-12-21
user_000091,dashboard,11,118,2023-02-21
user_022464,reports,20,216,2024-08-02
user_059187,dashboard,3,131,2024-10-27
user_053647,reports,3,56,2024-01-23
user_010742,dashboard,5,65,2024-04-12
user_033353,reports,7,46,2023-11-07
user_033999,dashboard,2,130,2024-11-04
user_011524,search,13,166,2023-12-04
user_030327,api_call,2,62,2024-09-01
user_059897,dashboard,6,106,2024-04-03
user_029318,reports,6,141,2023-12-19
user_030027,reports,4,135,2024-10-06
user_056164,dashboard,2,118,2024-06-11
user_009523,analytics,6,164,2023-07-02
user_035322,reports,12,105,2024-08-13
user_002262,analytics,8,81,2023-03-26
user_035665,automation,2,33,2024-05-30
user_055038,export,15,73,2023-12-20
user_051894,analytics,1,48,2024-06-18
user_015606,automation,2,142,2023-07-15
user_050575,api_call,12,147,2024-08-12
user_039118,collaboration,7,113,2024-03-23
user_031334,export,18,108,2024-09-30
user_043631,collaboration,12,61,2024-03-14
user_059923,analytics,6,117,2024-05-13
user_034669,reports,12,149,2024-07-31
user_057808,export,8,210,2024-07-12
user_056758,analytics,18,154,2023-01-19
user_047469,search,18,158,2023-02-04
user_033986,reports,2,133,2023-11-14
user_055617,analytics,27,270,2024-05-08
user_050032,reports,1,190,2023-10-15
user_023315,dashboard,7,156,2024-06-09
user_046786,dashboard,6,224,2023-09-17
user_057475,export,3,60,2024-08-11
user_012565,collaboration,31,220,2024-10-23
user_024359,automation,5,137,2024-11-01
user_030681,dashboard,6,109,2023-03-06
user_023094,export,8,128,2023-04-03
user_016837,collaboration,22,55,2024-09-01
user_029200,automation,10,240,2023-08-10
user_058770,analytics,12,155,2024-11-13
user_020685,reports,21,165,2024-09-03
user_049734,automation,10,132,2023-11-18
user_006989,collaboration,8,67,2024-04-14
user_049467,analytics,6,51,2024-11-12
user_052519,dashboard,9,166,2024-09-09
user_020996,automation,9,144,2024-05-18
user_041152,api_call,4,153,2023-11-15
user_059699,analytics,16,166,2024-08-01
user_002662,analytics,21,146,2024-08-26
user_054167,search,13,193,2023-12-28
user_031779,reports,8,87,2023-08-09
user_048900,search,3,249,2023-09-26
user_007241,export,23,119,2024-03-18
user_025633,search,8,116,2023-04-07
user_024039,search,49,109,2024-04-19
user_002594,reports,12,170,2024-09-01
user_055822,dashboard,5,101,2024-03-01
user_018985,analytics,5,215,2024-06-08
user_054478,reports,34,115,2024-07-13
user_014043,collaboration,4,139,2024-01-12
user_039474,analytics,4,144,2024-08-24
user_029226,collaboration,24,60,2024-07-16
user_003566,automation,3,110,2024-01-06
user_052988,dashboard,4,79,2024-11-03
user_012256,search,14,143,2023-08-31
user_002907,reports,11,226,2024-08-28
user_008482,automation,7,104,2024-03-23
user_009992,dashboard,21,247,2023-12-20
user_002597,automation,7,168,2024-08-12
user_024508,dashboard,1,136,2023-04-16
user_023284,automation,3,157,2024-08-27
user_010054,analytics,9,72,2024-11-08
user_045828,dashboard,2,137,2024-05-21
user_009764,analytics,6,71,2024-11-03
user_007584,api_call,19,107,2024-11-12
user_047872,analytics,26,234,2024-10-25
user_059776,api_call,5,79,2024-07-07
user_018502,reports,11,112,2024-07-22
user_037198,dashboard,2,103,2023-12-21
user_027441,reports,10,252,2023-10-15
user_002274,export,3,191,2024-04-03
user_045865,dashboard,11,136,2024-09-21
user_011366,dashboard,17,197,2024-10-02
user_025835,dashboard,17,193,2024-06-24
user_005121,dashboard,14,151,2024-08-07
user_022176,collaboration,14,148,2024-07-18
user_031930,export,9,200,2024-06-11
user_017241,dashboard,5,237,2023-06-08
user_020034,collaboration,16,142,2023-12-08
user_012585,analytics,6,88,2023-11-13
user_047495,collaboration,7,161,2024-10-05
user_055761,search,42,281,2023-10-18
user_020924,reports,14,219,2023-11-06
user_036355,export,9,139,2024-03-15
user_055782,dashboard,5,221,2024-04-22
user_007013,automation,28,210,2024-06-11
user_051984,export,4,217,2024-09-13
user_046510,reports,10,248,2024-05-05
user_027211,analytics,32,280,2023-12-21
user_012783,reports,11,72,2023-01-15
user_040882,reports,20,242,2024-09-16
user_016504,export,1,208,2024-10-26
user_039363,export,7,51,2023-01-03
user_022442,analytics,4,155,2024-04-21
user_019900,export,8,79,2024-08-04
user_036047,collaboration,15,94,2023-08-12
user_059243,collaboration,6,51,2023-07-12
user_057903,export,2,49,2024-04-18
user_015668,collaboration,8,141,2024-04-11
user_017105,search,47,219,2023-11-18
user_023689,search,25,180,2024-01-19
user_026312,reports,10,149,2023-01-29
user_044200,api_call,8,222,2024-06-29
user_031540,reports,4,212,2023-12-09
user_045844,search,5,104,2024-02-26
user_049978,automation,10,165,2023-10-18
user_000940,api_call,9,126,2024-06-02
user_042804,export,19,214,2024-09-15
user_051781,reports,5,148,2023-12-14
user_010004,dashboard,10,172,2023-06-26
user_032320,search,5,111,2023-12-27
user_024636,dashboard,3,166,2024-06-17
user_039795,dashboard,17,144,2024-03-08
user_008140,automation,6,157,2024-06-18
user_059507,search,27,260,2024-07-27
user_013266,reports,21,165,2024-09-06
user_032945,automation,6,105,2023-12-19
user_000007,collaboration,13,174,2023-11-15
user_000311,reports,3,162,2023-04-03
user_057266,reports,5,163,2023-09-30
user_045268,dashboard,2,10,2024-06-24
user_032738,dashboard,11,205,2023-12-26
user_047575,reports,19,216,2024-06-03
user_015760,automation,7,116,2023-07-21
user_054320,export,6,118,2024-04-18
user_010941,analytics,47,168,2024-09-07
user_057197,automation,3,148,2023-10-08
user_030502,search,9,188,2024-05-24
user_039509,reports,4,90,2024-02-09
user_027840,automation,3,199,2023-08-19
user_058531,collaboration,23,232,2023-03-01
user_018859,collaboration,3,87,2024-09-08
user_049463,reports,46,153,2023-01-11
user_037362,search,10,177,2023-11-30
user_050590,dashboard,6,126,2024-05-30
user_057756,export,7,174,2023-06-14
user_002839,export,24,130,2024-02-28
user_037631,reports,7,44,2023-10-23
user_012072,dashboard,3,66,2024-01-02
user_017967,dashboard,15,267,2023-05-10
user_026247,dashboard,7,126,2024-09-06
user_013647,search,9,160,2024-09-07
user_023420,api_call,5,81,2024-02-03
user_016329,reports,12,291,2024-07-20
user_052133,dashboard,5,51,2024-08-21
user_056886,analytics,6,130,2024-11-23
user_053133,api_call,19,149,2024-06-30
user_040809,export,5,63,2024-11-20
user_035595,search,3,99,2024-06-12
user_049942,dashboard,3,62,2023-01-03
user_025147,automation,11,140,2023-10-31
user_031633,dashboard,2,62,2023-10-25
user_045482,automation,27,242,2024-06-19
user_058268,reports,11,107,2023-01-12
user_043340,analytics,6,101,2024-01-13
user_024187,reports,6,85,2023-03-19
user_042651,analytics,3,63,2024-07-25
user_011751,reports,31,230,2024-07-15
user_001205,analytics,8,155,2023-07-01
user_043666,reports,16,101,2024-05-16
user_007141,collaboration,11,156,2023-07-05
user_002730,reports,2,71,2024-02-26
user_014111,dashboard,7,163,2023-06-04
user_013740,analytics,5,107,2024-10-18
user_043041,analytics,4,10,2024-02-02
user_029264,search,4,90,2023-09-08
user_047278,export,16,169,2024-08-08
user_019331,dashboard,3,83,2024-10-24
user_006099,search,5,257,2024-02-06
user_016911,search,10,181,2023-07-25
user_002293,collaboration,3,60,2024-06-28
user_041537,dashboard,5,134,2024-03-14
user_057386,collaboration,20,192,2024-07-18
user_012622,analytics,5,48,2023-11-26
user_045106,analytics,7,289,2024-03-21
user_022058,search,23,190,2024-11-26
user_017551,analytics,5,159,2023-05-19
user_026739,search,8,242,2024-11-18
user_012882,reports,11,108,2023-11-14
user_047353,automation,2,120,2024-10-27
user_023032,dashboard,4,200,2023-06-04
user_006795,dashboard,2,147,2024-11-18
user_032434,analytics,13,64,2024-06-08
user_019926,automation,24,103,2024-04-30
user_052306,search,25,307,2024-03-10
user_044042,dashboard,4,135,2024-08-30
user_001875,analytics,10,135,2023-05-30
user_038235,dashboard,11,143,2024-07-01
user_058043,analytics,19,105,2024-05-17
user_035574,search,9,190,2023-10-24
user_023690,search,5,38,2024-09-26
user_014056,reports,4,142,2024-04-21
user_011876,search,8,128,2024-07-06
user_001055,reports,10,136,2024-02-18
user_059264,collaboration,14,167,2024-08-17
user_032605,analytics,1,154,2024-03-19
user_003280,automation,4,204,2023-06-22
user_029836,automation,13,93,2023-08-09
user_000183,analytics,5,91,2024-10-16
user_020265,export,4,158,2024-03-06
user_031091,reports,6,107,2024-11-13
user_053865,api_call,19,136,2024-07-10
user_030037,dashboard,20,62,2023-09-05
user_024804,dashboard,31,229,2024-08-30
user_006306,search,5,10,2024-08-27
user_039247,collaboration,4,73,2024-07-22
user_015241,analytics,25,232,2024-11-17
user_018500,dashboard,6,94,2024-09-17
user_017655,api_call,13,159,2024-10-25
user_050600,dashboard,11,201,2023-11-05
user_054580,reports,4,147,2024-11-19
user_054801,collaboration,21,66,2024-04-26
user_026252,dashboard,4,70,2023-08-12
user_032229,analytics,8,164,2024-01-28
user_017512,reports,16,155,2023-05-01
user_042514,reports,10,203,2024-01-09
user_008606,collaboration,1,112,2024-07-23
user_047757,search,9,98,2024-02-27
user_037402,automation,11,185,2023-09-05
user_056634,api_call,11,102,2024-10-12
user_029020,dashboard,15,181,2024-07-16
user_009452,collaboration,17,239,2024-01-23
user_032159,collaboration,5,134,2024-07-24
user_050129,automation,3,119,2023-02-03
user_037977,export,17,256,2024-07-03
user_000738,export,5,225,2023-04-21
user_051537,collaboration,6,138,2024-03-06
user_053324,automation,9,134,2023-11-21
user_052450,export,5,94,2023-09-07
user_033443,reports,31,223,2023-06-17
user_017768,analytics,13,272,2024-09-20
user_000377,reports,16,53,2024-08-29
user_032963,dashboard,11,91,2024-11-26
user_019967,analytics,3,58,2024-03-30
user_021381,reports,3,93,2023-07-13
user_059680,analytics,16,208,2024-07-05
user_057249,reports,9,119,2023-02-22
user_030601,analytics,6,40,2024-06-11
user_056191,dashboard,2,134,2023-01-26
user_017772,analytics,1,143,2024-08-31
user_057880,reports,6,101,2024-03-14
user_029920,automation,11,164,2023-10-14
user_035293,api_call,14,98,2024-01-26
user_058236,automation,4,147,2024-08-01
user_026062,dashboard,8,116,2024-02-10
user_016065,reports,4,140,2024-10-04
user_030127,collaboration,9,140,2024-09-02
user_037476,export,2,99,2024-10-27
user_024576,search,6,37,2024-04-07
user_058701,export,11,68,2023-08-29
user_052231,export,2,160,2023-05-09
user_057111,automation,8,107,2024-07-22
user_033702,dashboard,9,137,2023-06-14
user_058637,collaboration,12,123,2024-11-27
user_047379,automation,1,42,2023-10-17
user_016124,collaboration,9,242,2023-12-25
user_021145,dashboard,10,94,2023-02-05
user_008067,dashboard,4,104,2024-08-14
user_040179,search,16,114,2024-08-17
user_053609,reports,3,142,2024-03-02
user_008484,export,15,160,2023-07-26
user_057907,export,2,129,2024-09-14
user_027121,collaboration,9,53,2023-11-03
user_029749,dashboard,12,176,2024-10-18
user_053297,automation,5,219,2024-06-25
user_045085,api_call,3,99,2024-06-09
user_057668,search,7,142,2023-05-17
user_026673,search,19,151,2024-03-05
user_033789,analytics,5,140,2024-11-23
user_027806,automation,18,105,2024-02-29
user_051884,dashboard,4,129,2024-02-20
user_047345,analytics,4,10,2023-03-26
user_053210,dashboard,28,284,2024-04-13
user_031799,api_call,6,196,2024-10-14
user_031529,reports,6,120,2023-08-16
user_004833,reports,18,65,2024-08-15
user_016036,export,13,185,2024-11-27
user_056143,api_call,9,213,2024-08-25
user_034693,collaboration,34,262,2024-11-16
user_004179,reports,11,91,2024-06-12
user_050874,automation,5,151,2024-03-23
user_004095,export,4,82,2023-05-13
user_010514,analytics,8,176,2023-05-01
user_008562,dashboard,3,99,2024-09-27
user_042336,reports,6,16,2024-05-03
user_013273,reports,7,29,2023-02-26
user_002744,api_call,12,248,2024-08-17
user_057698,export,10,189,2023-07-05
user_042736,search,2,60,2024-07-21
user_018264,export,10,135,2024-08-10
user_038276,export,4,154,2023-12-31
user_048074,api_call,19,235,2024-04-04
user_019195,search,9,207,2023-10-24
user_029084,analytics,16,84,2024-06-23
user_011056,export,2,109,2024-10-04
user_057788,reports,17,48,2023-01-15
user_054240,collaboration,7,88,2024-11-22
user_029763,analytics,5,121,2023-11-17
user_001727,analytics,13,213,2024-09-15
user_022903,reports,5,184,2024-05-27
user_007145,reports,11,120,2024-07-11
user_016197,api_call,6,140,2024-09-12
user_043845,dashboard,6,261,2024-04-03
user_010900,dashboard,5,130,2024-09-13
user_011299,collaboration,35,294,2024-05-19
user_037308,dashboard,9,212,2024-01-14
user_043910,dashboard,2,58,2024-06-03
user_000486,analytics,12,266,2023-10-29
user_026625,automation,7,251,2024-09-12
user_006000,dashboard,7,194,2024-04-18
user_029578,analytics,3,116,2024-06-09
user_040775,export,2,115,2024-04-09
user_047385,reports,10,200,2023-02-18
user_038012,reports,21,210,2024-07-02
user_001676,analytics,8,133,2024-10-29
user_009011,search,19,239,2024-01-19
user_009127,collaboration,15,132,2024-03-19
user_019573,analytics,7,21,2023-09-19
user_005833,collaboration,9,213,2024-10-27
user_030450,reports,5,131,2024-08-12
user_038626,reports,6,157,2024-01-17
user_054378,collaboration,3,56,2024-09-16
user_030387,export,16,112,2024-11-24
user_043335,search,11,137,2023-03-07
user_050342,collaboration,57,107,2024-08-12
user_032825,dashboard,5,163,2023-04-17
user_004905,dashboard,40,285,2024-09-14
user_027732,search,16,182,2023-12-14
user_017876,analytics,9,95,2023-12-29
user_007217,reports,9,130,2023-04-22
user_012627,reports,7,106,2024-03-17
user_051111,dashboard,17,148,2024-03-06
user_034780,collaboration,8,53,2024-10-02
user_052701,automation,3,169,2024-09-14
user_055533,dashboard,22,135,2024-03-07
user_013552,search,7,63,2024-05-13
user_052857,dashboard,15,86,2024-05-12
user_026696,reports,18,184,2023-05-22
user_035511,collaboration,4,172,2023-06-07
user_017969,dashboard,15,142,2023-07-17
user_033320,reports,10,82,2024-09-02
user_003924,api_call,8,124,2024-07-22
user_035294,search,19,195,2024-11-30
user_048115,dashboard,15,155,2024-10-24
user_017733,search,48,249,2023-10-07
user_022474,api_call,17,96,2024-05-22
user_042171,search,3,72,2023-07-01
user_035478,analytics,13,170,2024-11-26
user_028115,analytics,6,209,2024-02-03
user_023931,collaboration,14,150,2024-11-10
user_034381,reports,5,161,2024-11-06
user_046580,search,9,214,2024-09-28
user_046656,search,7,175,2024-11-07
user_044728,reports,20,121,2024-07-11
user_004403,dashboard,5,43,2023-03-01
user_045330,search,8,141,2024-05-11
user_041081,export,10,203,2023-02-18
user_047278,collaboration,32,169,2024-10-14
user_014172,export,8,110,2024-07-29
user_029014,export,15,251,2024-07-09
user_050342,reports,39,118,2023-11-24
user_049419,export,7,111,2024-09-24
user_055981,automation,9,184,2024-05-22
user_027691,automation,16,83,2023-04-05
user_029639,search,7,174,2024-11-20
user_032477,api_call,7,218,2024-06-01
user_037816,dashboard,15,240,2023-10-15
user_008221,dashboard,3,88,2024-09-21
user_014928,dashboard,3,166,2023-06-15
user_015269,dashboard,7,105,2023-06-05
user_003912,dashboard,7,168,2024-10-17
user_027634,dashboard,14,190,2024-06-15
user_052224,dashboard,9,265,2024-11-28
user_020853,reports,7,188,2024-11-24
user_040526,dashboard,8,47,2024-03-11
user_024804,export,33,180,2024-03-10
user_002294,export,10,215,2024-02-06
user_058691,dashboard,4,62,2023-06-03
user_048224,reports,7,236,2024-07-29
user_057951,collaboration,3,87,2024-10-28
user_032475,dashboard,10,138,2023-08-25
user_049618,dashboard,13,97,2024-10-25
user_043295,analytics,11,110,2024-04-06
user_001327,search,15,109,2024-05-08
user_045085,dashboard,13,90,2023-11-13
user_010625,api_call,19,146,2023-11-15
user_048893,export,6,64,2024-02-02
user_033064,collaboration,24,10,2024-08-23
user_013777,automation,13,58,2024-06-03
user_004319,reports,14,159,2024-10-23
user_042416,collaboration,18,166,2024-07-11
user_058145,reports,13,200,2023-06-11
user_013394,collaboration,13,203,2024-07-14
user_013072,collaboration,8,228,2024-10-06
user_044968,dashboard,4,153,2023-09-16
user_047707,dashboard,26,178,2023-09-04
user_003289,analytics,6,71,2023-10-20
user_044533,analytics,2,146,2024-10-04
user_043204,dashboard,16,127,2023-08-25
user_026741,dashboard,6,139,2024-03-08
user_031095,analytics,8,33,2023-07-24
user_057839,search,8,112,2024-05-09
user_020548,collaboration,14,143,2024-01-01
user_025678,search,5,246,2023-07-14
user_058096,dashboard,7,155,2024-02-21
user_037415,analytics,4,72,2024-04-23
user_042407,reports,4,113,2024-07-26
user_058530,export,13,161,2023-11-13
user_002851,reports,10,72,2023-11-12
user_030240,reports,19,197,2023-06-19
user_011101,collaboration,12,189,2024-10-24
user_024936,dashboard,7,54,2024-10-01
user_058952,search,7,143,2023-12-15
user_033660,reports,11,154,2023-04-10
user_005989,analytics,5,205,2023-02-02
user_012639,reports,4,54,2024-03-13
user_003911,search,6,84,2024-08-26
user_003231,dashboard,3,193,2024-05-01
user_042261,dashboard,14,225,2023-07-05
user_049302,reports,2,70,2023-12-29
user_020530,search,17,107,2024-01-23
user_059734,api_call,17,117,2024-10-07
user_010976,dashboard,6,135,2023-09-28
user_033994,collaboration,11,183,2023-06-01
user_035958,export,12,134,2024-02-11
user_046853,dashboard,4,10,2023-11-15
user_055039,reports,2,151,2024-09-11
user_059312,collaboration,36,114,2024-05-13
user_054933,reports,3,46,2023-10-20
user_038880,search,13,121,2023-04-18
user_051684,search,5,119,2023-10-02
user_032027,reports,4,40,2024-06-23
user_044893,export,14,218,2023-06-26
user_045983,search,23,215,2023-03-30
user_001648,api_call,25,220,2024-05-22
user_004883,export,48,227,2024-10-01
user_034106,search,3,112,2023-08-25
user_058203,export,9,209,2024-04-28
user_046779,search,1,166,2024-02-18
user_005078,dashboard,10,89,2024-10-17
user_029832,analytics,1,51,2024-03-23
user_020747,export,7,128,2024-08-27
user_009885,search,2,56,2023-06-11
user_057570,dashboard,7,149,2023-05-30
user_003464,analytics,16,51,2023-10-16
user_023199,search,6,59,2024-08-06
user_028139,automation,15,232,2023-12-24
user_005273,api_call,4,141,2024-03-09
user_020096,automation,17,159,2024-06-13
user_015467,analytics,7,42,2024-10-21
user_036793,analytics,10,204,2023-12-04
user_029232,analytics,4,115,2024-03-18
user_037576,reports,12,161,2024-07-20
user_057864,dashboard,15,162,2023-05-28
user_024290,automation,11,150,2023-12-22
user_009141,reports,15,144,2024-02-10
user_009749,reports,6,83,2024-02-21
user_003681,dashboard,12,171,2024-07-19
user_056438,search,2,104,2024-04-04
user_009424,reports,14,141,2023-09-09
user_049577,collaboration,8,131,2024-07-29
user_000831,dashboard,21,131,2024-06-25
user_002745,analytics,3,10,2024-10-01
user_040633,dashboard,2,181,2023-10-12
user_008377,analytics,29,154,2023-11-14
user_023770,dashboard,9,81,2024-06-09
user_031111,collaboration,7,166,2023-08-07
user_032625,api_call,2,105,2024-02-14
user_046857,reports,31,246,2024-10-07
user_025423,reports,5,43,2024-07-07
user_055706,automation,17,216,2024-09-27
user_030788,reports,1,123,2024-05-19
user_001921,dashboard,7,187,2024-05-01
user_028687,search,15,153,2023-07-05
user_000734,analytics,15,103,2023-08-27
user_005496,collaboration,4,74,2023-01-13
user_010356,reports,25,217,2024-03-09
user_006753,dashboard,2,139,2024-07-07
user_003544,automation,5,236,2024-08-23
user_027585,export,5,95,2024-10-03
user_056857,dashboard,39,168,2024-07-30
user_042298,dashboard,12,203,2024-11-08
user_003626,dashboard,4,182,2023-08-13
user_047469,reports,18,204,2024-11-01
user_047231,analytics,4,122,2023-09-03
user_040129,reports,8,225,2024-11-05
user_016508,automation,4,169,2024-11-13
user_041093,automation,21,200,2024-08-06
user_014572,export,8,133,2024-07-25
user_043521,dashboard,9,61,2024-01-22
user_041587,reports,4,66,2023-09-22
user_022026,reports,13,134,2024-06-26
user_014845,reports,14,213,2023-02-09
user_040493,automation,2,64,2024-01-21
user_052281,search,7,115,2023-04-12
user_036244,reports,6,142,2023-03-08
user_002595,dashboard,11,164,2024-10-21
user_057470,dashboard,4,13,2023-10-21
user_052077,analytics,13,156,2023-05-04
user_000878,reports,6,120,2024-01-26
user_026016,collaboration,9,130,2024-10-05
user_059342,collaboration,13,154,2023-09-10
user_059545,api_call,33,171,2023-04-21
user_056558,export,11,81,2024-10-05
user_034471,reports,13,93,2023-11-24
user_002472,export,9,206,2024-11-09
user_055895,search,4,190,2024-03-05
user_037340,export,14,169,2024-08-05
user_008602,api_call,14,268,2024-10-21
user_018592,reports,1,99,2024-10-02
user_017880,dashboard,2,121,2024-07-04
user_049101,collaboration,6,233,2024-09-23
user_038019,analytics,9,136,2023-05-03
user_055178,analytics,11,65,2024-06-02
user_034669,dashboard,7,65,2024-10-07
user_036594,dashboard,5,96,2024-02-22
user_044495,analytics,9,158,2023-05-15
user_058933,dashboard,11,118,2023-12-23
user_044466,dashboard,8,149,2023-03-06
user_037999,api_call,1,16,2024-11-23
user_016022,dashboard,9,80,2024-02-15
user_031731,reports,11,114,2024-03-13
user_049223,search,28,122,2023-04-28
user_055769,search,8,169,2024-11-02
user_050975,dashboard,6,140,2023-08-08
user_007851,api_call,7,153,2023-11-15
user_049784,dashboard,5,29,2023-07-22
user_029914,reports,13,118,2024-02-18
user_009825,reports,15,206,2024-04-16
user_028916,export,11,123,2023-10-15
user_036535,api_call,19,255,2023-07-21
user_023364,dashboard,6,81,2024-06-18
user_003613,search,24,126,2023-02-01
user_040071,collaboration,2,95,2024-08-14
user_042093,reports,3,167,2024-05-22
user_045996,reports,12,198,2023-11-27
user_049606,dashboard,6,155,2023-04-01
user_027477,dashboard,6,102,2024-03-27
user_046099,automation,5,153,2024-11-29
user_055789,analytics,8,133,2024-05-13
user_045160,dashboard,9,122,2024-06-11
user_017163,search,9,186,2023-11-01
user_032743,reports,15,101,2023-07-22
user_045891,export,3,91,2024-01-21
user_030044,dashboard,9,128,2024-10-16
user_040129,export,10,169,2024-06-14
user_028834,search,2,147,2024-02-02
user_048288,collaboration,5,185,2023-10-19
user_042091,analytics,8,126,2024-03-02
user_056949,automation,19,210,2024-09-08
user_015057,collaboration,23,260,2024-04-24
user_012394,dashboard,11,81,2023-12-18
user_046492,collaboration,13,176,2024-09-23
user_038940,reports,6,91,2023-11-03
user_036148,analytics,15,120,2024-08-02
user_036012,dashboard,13,108,2024-04-02
user_015714,reports,5,167,2023-10-21
user_038901,collaboration,12,186,2024-08-10
user_019025,collaboration,4,82,2023-03-29
user_043348,export,19,205,2024-02-14
user_010418,dashboard,8,174,2024-08-19
user_017072,dashboard,9,100,2024-05-13
user_049437,dashboard,23,172,2024-01-17
user_041459,export,6,173,2023-08-27
user_052501,reports,15,164,2024-02-05
user_001681,search,27,173,2024-04-26
user_017543,reports,5,110,2023-09-07
user_010167,dashboard,3,123,2024-09-18
user_014962,reports,38,284,2024-01-20
user_011048,reports,5,112,2023-09-16
user_054498,analytics,4,85,2023-01-18
user_041651,analytics,7,121,2023-08-29
user_025454,dashboard,8,143,2024-01-16
user_050074,dashboard,2,120,2024-04-16
user_009157,search,5,153,2023-05-18
user_043624,reports,3,172,2024-09-21
user_044945,reports,9,177,2024-06-17
user_050613,dashboard,7,153,2024-03-16
user_021579,reports,21,242,2024-10-28
user_001055,reports,15,209,2024-03-29
user_002953,dashboard,8,88,2024-05-29
user_016934,search,14,172,2024-10-22
user_053449,dashboard,7,118,2023-04-06
user_001652,collaboration,7,183,2024-09-20
user_006459,reports,39,149,2024-08-30
user_006970,automation,18,103,2024-06-01
user_007910,search,2,103,2023-07-07
user_055622,search,7,102,2023-07-11
user_024717,analytics,39,193,2024-09-01
user_055687,api_call,30,213,2024-11-11
user_021579,reports,19,98,2024-10-25
user_031754,dashboard,2,139,2024-11-24
user_035031,dashboard,6,104,2024-09-06
user_017887,export,14,221,2024-07-17
user_055969,reports,13,153,2023-05-25
user_004224,analytics,6,213,2024-09-07
user_038291,dashboard,21,258,2024-09-05
user_032781,reports,7,122,2024-10-25
user_032197,api_call,11,124,2024-03-17
user_057274,automation,1,56,2024-07-28
user_059877,api_call,3,183,2024-06-09
user_017344,reports,14,109,2023-04-17
user_051577,export,11,87,2023-10-19
user_039672,automation,5,226,2024-04-08
user_048404,automation,11,138,2024-11-15
user_000546,search,17,153,2024-07-15
user_009501,automation,5,116,2024-10-31
user_003998,api_call,16,161,2024-11-16
user_006192,dashboard,4,117,2023-12-13
user_038664,export,4,149,2024-04-03
user_049652,reports,8,128,2024-08-29
user_032482,dashboard,12,121,2024-10-29
user_058757,export,34,130,2023-12-15
user_023392,reports,13,114,2024-04-21
user_016234,dashboard,24,229,2024-01-07
user_028083,automation,31,177,2023-08-31
user_024668,reports,4,39,2024-11-28
user_008238,search,11,143,2023-08-08
user_048287,analytics,33,234,2024-09-27
user_037991,collaboration,13,111,2023-05-21
user_055308,automation,27,71,2024-02-15
user_046365,analytics,5,25,2024-05-23
user_023335,analytics,8,123,2024-05-04
user_057897,dashboard,15,230,2024-06-25
user_032392,collaboration,10,118,2023-07-27
user_032359,reports,5,144,2024-09-04
user_012256,export,14,244,2023-08-22
user_037581,reports,5,126,2024-04-13
user_040526,dashboard,8,86,2024-10-31
user_031786,export,7,123,2023-01-09
user_027211,search,34,214,2023-04-13
user_031886,automation,10,124,2024-05-27
user_058836,api_call,2,51,2023-10-12
user_042146,export,5,158,2024-04-09
user_054690,reports,17,216,2024-09-19
user_040062,dashboard,7,105,2024-07-01
user_017978,dashboard,13,177,2023-08-13
user_039068,reports,4,161,2024-07-20
user_004912,dashboard,27,116,2024-10-26
user_016962,export,11,79,2023-12-12
user_000690,export,12,169,2024-05-11
user_037340,export,16,201,2023-01-10
user_013853,search,6,133,2024-01-31
user_030885,automation,10,118,2023-08-29
user_024039,analytics,53,161,2024-09-08
user_028083,search,30,100,2023-07-18
user_031799,api_call,11,226,2023-07-03
user_058629,export,12,148,2023-09-05
user_018502,reports,12,10,2024-08-05
user_021950,reports,9,135,2024-09-14
user_004783,dashboard,2,178,2023-12-25
user_058984,analytics,15,123,2024-09-04
user_019411,automation,13,145,2023-01-22
user_004926,reports,8,147,2024-11-01
user_026100,reports,4,134,2024-07-11
user_051669,reports,27,221,2024-03-29
user_000244,automation,7,96,2024-08-10
user_016911,reports,16,196,2024-03-09
user_031748,automation,3,136,2023-11-11
user_007736,dashboard,7,182,2024-10-20
user_049172,dashboard,8,164,2024-03-15
user_049596,reports,10,140,2024-06-05
user_033139,api_call,3,175,2024-11-17
user_035340,collaboration,12,229,2024-08-01
user_058933,api_call,7,200,2024-11-28
user_004470,export,8,158,2024-10-23
user_055725,reports,14,98,2024-07-24
user_031808,dashboard,107,192,2024-06-14
user_012179,collaboration,5,121,2023-08-23
user_048051,dashboard,18,217,2024-06-09
user_017344,collaboration,28,97,2023-10-20
user_001702,dashboard,34,150,2024-02-15
user_052603,collaboration,8,170,2024-10-05
user_043335,reports,10,256,2024-11-03
user_036403,export,15,199,2024-01-07
user_036535,reports,22,207,2023-09-06
user_017934,export,6,17,2023-07-14
user_008346,analytics,6,48,2024-07-28
user_008226,analytics,11,174,2023-07-10
user_032743,reports,9,173,2023-04-02
user_030569,dashboard,11,109,2023-06-19
user_055098,export,5,51,2023-11-27
user_002790,analytics,8,162,2024-03-27
user_057627,export,4,136,2024-04-30
user_009217,reports,7,116,2023-07-01
user_035973,dashboard,12,205,2024-02-18
user_012271,automation,38,78,2024-04-16
user_034381,export,10,60,2024-10-26
user_006472,collaboration,12,61,2023-07-16
user_021664,dashboard,5,43,2024-04-19
user_046705,analytics,15,151,2024-07-30
user_038510,search,27,206,2023-10-25
user_017829,search,1,146,2023-04-28
user_025330,reports,15,118,2024-03-18
user_017486,automation,6,146,2024-06-23
user_039523,dashboard,11,170,2023-02-13
user_056362,reports,4,98,2024-11-21
